N,microF1,macroF1,accuracy,overall_time,cm,vectorizer_fitting,training_time,predicting_time
788,0.8338762214983714,0.6595711063282612,0.8338762214983714,81.799884557724,"[[ 67  22   0   0]
 [  4  65   6   0]
 [  4  17 371   2]
 [  3  30  14   9]]",50.276843547821045,31.400318384170532,0.11724328994750977
923,0.8355048859934854,0.6626188122295146,0.8355048859934854,86.72274255752563,"[[ 66  23   0   0]
 [  3  66   6   0]
 [  2  17 372   3]
 [  2  30  15   9]]",50.36792612075806,36.20417308807373,0.145094633102417
1082,0.8371335504885994,0.6643231014092636,0.8371335504885994,92.61417531967163,"[[ 67  22   0   0]
 [  4  65   6   0]
 [  1  17 373   3]
 [  2  29  16   9]]",50.758076190948486,41.69033765792847,0.16025209426879883
1268,0.8338762214983714,0.6771484164663407,0.8338762214983714,98.11310768127441,"[[ 66  23   0   0]
 [  3  64   8   0]
 [  2  18 370   4]
 [  2  26  16  12]]",50.767542362213135,47.16352295875549,0.1765613555908203
1487,0.8208469055374592,0.6610603064398708,0.8208469055374593,105.72192120552063,"[[ 53  36   0   0]
 [  2  67   6   0]
 [  2  18 370   4]
 [  1  27  14  14]]",50.95173001289368,54.58405923843384,0.18063688278198242
1743,0.8208469055374592,0.6595432832686599,0.8208469055374593,111.53867602348328,"[[ 51  37   1   0]
 [  2  68   5   0]
 [  2  18 371   3]
 [  1  26  15  14]]",51.19311761856079,60.15614604949951,0.18393659591674805
2043,0.8175895765472313,0.639097442162272,0.8175895765472313,119.35259771347046,"[[ 49  39   1   0]
 [  2  68   5   0]
 [  1  17 374   2]
 [  1  27  17  11]]",51.10272717475891,68.01613688468933,0.22828078269958496
2395,0.8257328990228013,0.6399121714622797,0.8257328990228013,127.71642398834229,"[[ 56  31   2   0]
 [  2  66   7   0]
 [  2  13 377   2]
 [  1  24  23   8]]",51.1609947681427,76.31430912017822,0.23572564125061035
2807,0.8241042345276873,0.6438772165294375,0.8241042345276873,137.94871354103088,"[[ 56  32   0   1]
 [  2  67   6   0]
 [  2  16 374   2]
 [  1  25  21   9]]",51.10270285606384,86.55391669273376,0.286607027053833
3290,0.8061889250814334,0.6004774672310129,0.8061889250814332,150.79780507087708,"[[ 56  32   0   1]
 [  3  58  14   0]
 [  1  16 376   1]
 [  0  25  26   5]]",51.320194244384766,99.14380025863647,0.32834506034851074
3856,0.8078175895765473,0.5967513491394089,0.8078175895765473,164.2758309841156,"[[ 56  32   0   1]
 [  2  59  14   0]
 [  1  14 377   2]
 [  2  21  29   4]]",51.50554585456848,112.37384104728699,0.3909451961517334
4520,0.8061889250814334,0.5887855960495164,0.8061889250814332,182.68147563934326,"[[ 49  36   4   0]
 [  1  62  12   0]
 [  0  14 380   0]
 [  0  24  28   4]]",53.67949676513672,128.545325756073,0.45116114616394043
5298,0.8110749185667753,0.6009226984732132,0.8110749185667753,203.41922664642334,"[[ 49  36   4   0]
 [  1  64  10   0]
 [  1  13 380   0]
 [  0  22  29   5]]",53.963767766952515,148.93907570838928,0.5108723640441895
6210,0.8029315960912052,0.5805713101740442,0.8029315960912052,224.38962531089783,"[[ 46  40   3   0]
 [  1  63  11   0]
 [  1  13 380   0]
 [  0  24  28   4]]",53.96459746360779,169.8445405960083,0.5750017166137695
